Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,Elite%
M,158,Georginio,5.6,5.6,Brighton,69,3.08,66,3.16,68,3.97,65,2.75,65,3.44,63,3.21,62,3.62,63,4.52,65,2.08,60,2.84,0.01
M,159,March,5.8,5.8,Brighton,2,0.14,10,0.50,10,0.56,13,0.59,11,0.57,15,0.75,17,0.94,16,1.16,15,0.47,16,0.76,0.00
M,160,Minteh,5.6,5.6,Brighton,60,2.54,60,2.70,59,3.12,61,2.43,58,2.81,65,2.95,63,3.33,60,3.91,62,1.77,60,2.61,0.02
M,161,Enciso,5.4,5.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,162,Gruda,5.4,5.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,163,Hinshelwood,5.1,5.1,Brighton,35,1.32,20,0.86,23,1.05,20,0.81,24,1.03,26,1.07,24,1.11,24,1.43,24,0.63,27,1.07,0.00
M,164,O'Riley,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,165,Sima,5.4,5.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,166,Ayari,4.8,4.8,Brighton,11,0.46,57,2.31,56,2.52,58,2.14,56,2.39,56,2.29,52,2.38,58,3.39,56,1.45,56,2.20,0.00
M,167,Baleba,4.5,4.5,Brighton,68,2.43,52,1.98,48,1.99,49,1.77,56,2.20,54,2.07,51,2.15,52,2.77,51,1.20,55,2.03,0.00
M,168,Buonanotte,4.6,4.6,Leeds,23,1.17,22,1.09,21,1.09,20,1.23,23,1.25,19,1.09,18,0.94,25,1.84,23,0.99,22,1.44,0.00
M,169,Gomez,4.9,4.9,Brighton,59,2.44,48,2.16,46,2.38,48,1.92,50,2.37,51,2.30,48,2.50,47,3.03,52,1.49,47,2.04,0.00
M,170,Milner,4.9,4.9,Brighton,7,0.38,1,0.11,3,0.23,4,0.26,4,0.29,5,0.31,6,0.38,4,0.37,8,0.26,5,0.29,0.00
M,171,Sarmiento,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,172,Watson,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,173,Wieffer,4.9,4.9,Brighton,8,0.35,40,1.78,46,2.19,50,2.04,46,2.09,47,2.04,48,2.29,48,2.94,48,1.31,48,2.07,0.00
M,174,Yalcouye,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,175,Knight,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,176,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,177,Moran,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,178,Welbeck,6.2,6.2,Brighton,68,3.22,66,3.28,60,3.62,59,2.67,60,3.29,60,3.16,61,3.68,61,4.51,59,1.99,57,2.83,0.00
F,179,Ferguson,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,180,Tzimas,5.2,5.2,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,23,1.18,18,1.01,22,1.37,23,1.12,29,1.61,25,1.39,23,1.44,21,1.70,24,0.84,22,1.17,0.00
G,182,Trafford,4.5,4.5,Man City,1,0.05,2,0.06,2,0.09,4,0.16,3,0.11,4,0.02,2,0.08,3,0.23,3,0.06,3,0.12,0.00
G,183,Weiss,4.3,4.3,Burnley,1,0.05,5,0.15,4,0.14,2,0.08,4,0.13,5,0.17,4,0.14,5,0.22,4,0.05,5,0.18,0.00
G,184,Green,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,185,Hladký,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,90,2.38,87,1.61,83,2.34,77,1.99,70,2.08,66,1.73,72,2.15,69,2.35,81,0.63,76,2.08,0.00
D,188,Delcroix,3.8,3.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,189,Dodgson,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,190,Ekdal,3.9,3.9,Burnley,8,0.26,10,0.27,11,0.38,15,0.47,14,0.49,15,0.49,19,0.66,15,0.66,20,0.21,18,0.61,0.00
D,191,Estève,3.9,3.9,Burnley,94,3.20,90,2.48,88,3.03,90,3.04,88,3.08,90,3.00,88,3.10,86,3.87,86,0.92,86,2.98,0.04
D,192,Hartman,4.0,4.0,Burnley,19,0.63,17,0.47,23,0.83,24,0.79,24,0.91,27,0.87,27,0.99,28,1.18,29,0.31,30,1.01,0.00
D,193,Humphreys,3.9,3.9,Burnley,82,2.66,77,1.96,77,2.57,73,2.34,70,2.39,72,2.25,76,2.61,73,3.09,76,0.77,75,2.46,0.00
D,194,Jordan,3.9,3.9,Burnley,0,0.00,0,0.00,3,0.08,3,0.06,4,0.09,3,0.07,5,0.13,6,0.19,5,0.04,5,0.11,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,78,2.37,76,1.67,75,2.42,74,2.16,69,2.33,68,1.98,71,2.38,70,2.69,69,0.63,65,2.01,0.00
D,196,Sambo,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,197,Sonne,3.8,3.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,198,Tuanzebe,3.9,3.9,Burnley,75,2.25,79,1.84,74,2.25,76,2.24,74,2.29,77,2.24,75,2.37,75,2.95,70,0.65,70,2.12,0.00
D,199,Worrall,3.8,3.8,Burnley,2,0.06,5,0.09,4,0.10,3,0.07,5,0.14,6,0.14,5,0.15,4,0.14,6,0.05,5,0.12,0.00
M,200,Anthony,5.0,5.0,Burnley,59,2.66,60,2.45,61,2.87,55,2.37,54,2.68,56,2.43,54,2.58,55,3.22,51,0.82,53,2.38,0.00
M,201,Benson,5.4,5.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,202,Bruun Larsen,5.3,5.3,Burnley,29,1.40,29,1.27,25,1.27,37,1.62,39,1.90,39,1.72,35,1.70,39,2.28,29,0.49,32,1.46,0.00
M,203,Boateng,4.7,4.7,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,204,Churlinov,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,205,Cullen,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,66,2.71,62,2.36,60,2.62,58,2.34,54,2.49,59,2.40,57,2.52,57,3.10,53,0.80,56,2.34,0.00
M,207,Hannibal,4.7,4.7,Burnley,12,0.55,10,0.46,18,0.84,18,0.82,20,0.96,22,0.98,21,1.00,24,1.42,23,0.38,22,1.00,0.00
M,208,Koleosho,5.0,5.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,209,Laurent,4.8,4.8,Burnley,31,1.19,34,1.24,35,1.32,36,1.31,36,1.41,37,1.37,39,1.47,41,2.02,40,0.53,40,1.47,0.00
M,210,Tchaouna,4.9,4.9,Burnley,20,1.05,22,1.06,22,1.15,23,1.10,25,1.34,21,1.06,23,1.21,20,1.37,21,0.39,20,1.02,0.00
M,211,A.Ramsey,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,212,Adewumi,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,213,Banel,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,215,Flemming,5.3,5.3,Burnley,43,2.08,40,1.82,36,1.88,44,2.06,39,2.08,41,1.91,40,2.09,42,2.68,41,0.72,37,1.80,0.00
F,216,Amdouni,4.8,4.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.12,0.00
F,217,Foster,4.9,4.9,Burnley,33,1.52,28,1.22,30,1.45,35,1.51,34,1.68,39,1.65,36,1.70,37,2.14,36,0.57,38,1.66,0.00
F,218,Barnes,4.2,4.2,Burnley,0,0.00,0,0.00,0,0.00,2,0.12,0,0.00,1,0.10,2,0.16,2,0.16,1,0.04,2,0.13,0.05
F,219,Obafemi,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,220,Sánchez,4.9,4.9,Chelsea,92,3.81,90,4.00,92,2.80,87,2.96,88,3.22,89,3.37,87,3.00,89,4.41,87,1.90,87,3.53,0.07
G,221,Jörgensen,4.3,4.3,Chelsea,0,0.00,5,0.23,5,0.16,7,0.26,4,0.13,4,0.15,6,0.20,7,0.37,8,0.18,8,0.31,0.00
G,222,Penders,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,223,Slonina,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,224,Cucurella,6.1,6.1,Chelsea,85,4.16,81,4.56,81,2.01,76,2.54,75,3.06,73,2.98,74,2.57,76,4.09,77,1.77,77,3.70,0.00
D,225,James,5.7,5.7,Chelsea,50,2.62,71,4.24,68,1.75,68,2.42,66,2.82,63,2.73,61,2.27,62,3.61,59,1.46,58,2.95,0.00
D,226,Chalobah,5.8,5.8,Chelsea,82,3.92,76,4.11,80,2.28,73,2.58,74,3.04,73,3.04,68,2.44,71,3.93,67,1.64,72,3.49,0.09
D,227,Colwill,4.7,4.7,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,38,1.87,33,1.81,34,0.94,32,1.15,37,1.57,30,1.24,39,1.41,38,2.15,28,0.68,36,1.72,0.00
D,229,B.Badiashile,4.4,4.4,Chelsea,30,1.29,24,1.13,33,0.94,33,1.11,27,1.04,30,1.17,27,0.94,29,1.48,31,0.70,30,1.31,0.00
D,230,Fofana,4.4,4.4,Chelsea,59,2.73,53,2.67,48,1.39,50,1.75,51,2.05,45,1.86,42,1.52,50,2.71,53,1.25,43,2.01,0.00
D,231,M.Sarr,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,3,0.11,0,0.00,2,0.07,2,0.08,2,0.05,3,0.13,0.00
D,232,Tosin,4.0,4.0,Chelsea,15,0.67,28,1.43,25,0.72,30,1.10,29,1.18,32,1.34,27,1.01,29,1.64,31,0.77,32,1.53,0.00
D,233,Acheampong,3.7,3.7,Chelsea,12,0.55,15,0.73,10,0.34,16,0.58,15,0.62,18,0.76,16,0.60,20,1.21,22,0.55,18,0.90,0.00
D,234,Anselmino,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,235,Palmer,10.5,10.5,Chelsea,81,5.70,79,6.30,77,3.22,79,4.05,72,4.57,74,4.20,75,4.10,73,6.17,70,2.47,69,4.77,0.09
M,236,Neto,7.0,7.0,Chelsea,79,4.44,73,4.67,69,2.54,71,3.13,74,3.75,68,3.25,72,3.30,69,4.82,68,1.99,72,3.97,0.00
M,237,Enzo,6.9,6.9,Chelsea,84,4.51,81,4.85,79,2.83,74,3.11,81,4.00,76,3.51,78,3.49,79,5.29,76,2.14,80,4.33,0.73
M,238,Estêvão,6.4,6.4,Chelsea,49,3.03,43,2.99,37,1.61,42,2.06,47,2.65,41,2.17,43,2.21,40,3.15,41,1.33,41,2.51,0.00
M,239,Gittens,6.0,6.0,Chelsea,0,0.00,5,0.41,14,0.66,15,0.82,19,1.17,18,1.06,18,1.02,17,1.41,21,0.73,22,1.42,0.00
M,240,Nkunku,5.9,5.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,241,Caicedo,5.7,5.7,Chelsea,89,3.82,81,3.69,84,2.96,79,2.98,75,3.09,75,2.99,68,2.63,68,3.85,83,2.00,83,3.59,0.00
M,242,Dewsbury-Hall,4.9,4.9,Everton,78,3.83,85,3.74,82,3.23,77,4.29,77,2.58,83,3.61,79,3.26,78,4.03,81,2.93,76,3.08,0.04
M,243,George,4.8,4.8,Everton,36,1.96,36,1.82,39,1.75,38,2.32,39,1.52,0,0.00,34,1.59,37,2.16,38,1.54,37,1.72,0.00
M,244,Lavia,4.9,4.9,Chelsea,0,0.00,6,0.25,10,0.40,15,0.56,14,0.54,18,0.72,19,0.74,18,1.02,18,0.43,13,0.51,0.00
M,245,Mudryk,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,32,1.59,34,1.81,34,1.33,32,1.35,29,1.38,31,1.40,34,1.46,36,2.33,36,0.97,34,1.67,0.00
M,247,D.Essugo,4.3,4.3,Chelsea,0,0.00,1,0.11,2,0.12,3,0.18,3,0.23,4,0.28,7,0.36,5,0.43,4,0.15,5,0.31,0.00
M,248,Paez,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,249,João Pedro,7.6,7.6,Chelsea,70,4.09,69,4.47,68,2.59,65,2.98,64,3.47,66,3.24,66,3.18,65,4.72,59,1.82,60,3.42,0.03
F,250,Delap,6.2,6.2,Chelsea,36,2.39,36,2.69,38,1.69,40,2.10,40,2.45,42,2.32,46,2.47,38,3.13,38,1.29,38,2.45,0.00
F,251,N.Jackson,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,252,Marc Guiu,4.2,4.2,Chelsea,2,0.18,4,0.34,3,0.22,3,0.21,5,0.42,4,0.30,3,0.27,4,0.49,4,0.19,6,0.49,0.53
G,253,Henderson,5.0,5.0,Crystal Palace,94,4.01,90,3.80,93,2.89,93,3.16,90,3.51,92,0.27,91,3.27,90,6.15,91,1.76,90,3.13,0.00
G,254,Benitez,4.0,4.0,Crystal Palace,1,0.06,4,0.16,2,0.06,3,0.10,3,0.11,4,0.01,6,0.20,6,0.37,5,0.08,6,0.21,0.00
G,255,Matthews,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,256,Muñoz,5.8,5.8,Crystal Palace,92,5.20,89,4.82,85,2.57,84,3.04,81,3.80,84,0.21,79,3.10,81,6.06,83,1.51,79,2.94,0.01
D,257,Lacroix,5.1,5.1,Crystal Palace,91,4.67,87,4.39,83,2.70,85,3.20,84,3.81,85,0.25,85,3.33,83,6.25,85,1.73,82,3.10,0.14
D,258,Mitchell,5.0,5.0,Crystal Palace,89,4.41,88,4.20,84,2.27,84,2.74,84,3.48,84,0.20,84,2.93,82,5.46,83,1.35,84,2.74,0.00
D,259,Sosa,4.8,4.8,Crystal Palace,9,0.44,9,0.41,11,0.38,14,0.53,12,0.53,11,0.03,14,0.57,13,1.01,11,0.23,12,0.48,0.00
D,260,Guéhi,5.2,5.2,Man City,82,3.99,71,3.06,67,2.99,67,3.32,70,3.20,69,0.34,62,2.36,56,4.52,52,0.99,52,2.37,0.01
D,261,Richards,4.4,4.4,Crystal Palace,89,4.54,89,4.44,86,2.80,84,3.18,85,3.80,77,0.23,83,3.24,81,6.09,80,1.66,79,3.07,0.09
D,262,Chadi Riad,4.0,4.0,Crystal Palace,54,2.60,50,2.37,53,1.59,47,1.68,53,2.22,47,0.13,45,1.69,45,3.22,51,0.96,49,1.75,0.00
D,263,Clyne,3.8,3.8,Crystal Palace,10,0.50,11,0.53,16,0.54,18,0.69,17,0.76,16,0.05,17,0.71,16,1.26,21,0.44,12,0.46,0.00
D,264,Holding,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,265,Kporha,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,266,Eze,7.2,7.2,Arsenal,39,5.36,36,2.37,31,2.13,30,1.91,36,2.51,0,0.00,36,2.67,38,3.71,35,0.94,34,2.48,0.00
M,267,Sarr,6.3,6.3,Crystal Palace,81,5.19,76,4.70,77,3.32,77,3.60,73,4.07,77,0.30,71,3.68,73,7.05,74,1.94,77,3.74,0.06
M,268,Doucouré,4.9,4.9,Crystal Palace,0,0.00,0,0.00,2,0.11,5,0.26,5,0.32,5,0.03,6,0.35,6,0.68,7,0.23,6,0.35,0.00
M,269,Esse,4.7,4.7,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,38,1.74,19,0.91,22,0.91,23,0.96,23,1.02,26,0.10,24,1.05,24,2.01,26,0.65,26,1.12,0.00
M,271,Kamada,5.0,5.0,Crystal Palace,49,2.55,75,3.71,72,2.81,63,2.65,70,3.20,69,0.25,69,3.07,67,5.59,66,1.61,64,2.83,0.00
M,272,Lerma,4.9,4.9,Crystal Palace,47,2.00,47,1.94,43,1.61,46,1.80,51,2.02,46,0.17,50,2.03,47,3.60,47,1.10,48,1.96,0.00
M,273,Wharton,5.0,5.0,Crystal Palace,87,4.19,82,3.84,81,3.14,78,3.19,77,3.40,75,0.28,80,3.44,76,6.18,75,1.80,77,3.33,0.00
M,274,Agbinone,4.3,4.3,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,275,Ahamada,4.3,4.3,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,276,Devenny,4.3,4.3,Crystal Palace,0,0.00,0,0.00,3,0.21,7,0.38,12,0.61,13,0.06,12,0.64,14,1.33,14,0.39,13,0.65,0.01
M,277,Ebiowei,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,278,J.Rak-Sakyi,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,279,M.França,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,280,Ozoh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,281,Rodney,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,282,Umeh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,283,Mateta,7.5,7.5,Crystal Palace,0,0.00,15,1.00,25,1.25,23,1.28,24,1.49,24,0.11,24,1.43,24,2.58,23,0.73,24,1.41,0.00
F,284,Nketiah,5.4,5.4,Crystal Palace,2,0.16,19,1.25,16,0.83,16,0.90,17,1.08,21,0.10,18,1.10,18,2.07,16,0.54,20,1.12,0.00
F,285,Édouard,5.0,5.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,287,Pickford,5.6,5.6,Everton,92,3.57,92,3.23,93,3.03,92,4.08,92,2.61,90,3.14,90,3.04,91,3.83,91,2.73,90,2.99,0.00
G,288,Travers,4.3,4.3,Everton,1,0.04,2,0.06,3,0.08,5,0.22,3,0.09,6,0.22,2,0.09,5,0.20,5,0.16,4,0.14,0.00
G,289,Tyrer,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,290,Branthwaite,5.3,5.3,Everton,72,3.17,76,3.00,76,2.77,78,4.19,74,2.14,77,3.01,71,2.75,77,3.63,78,2.66,73,2.64,0.00
D,291,Tarkowski,5.8,5.8,Everton,91,4.22,88,3.66,89,3.39,86,4.92,83,2.55,85,3.47,87,3.50,83,4.14,84,3.02,84,3.16,0.29
D,292,Mykolenko,4.9,4.9,Everton,86,3.49,84,2.97,83,2.56,81,4.20,80,1.86,79,2.75,79,2.65,75,3.16,77,2.38,78,2.43,0.00
D,293,O'Brien,4.9,4.9,Everton,85,3.28,87,2.88,81,2.31,77,3.86,82,1.69,80,2.61,79,2.43,80,3.11,84,2.40,75,2.18,0.00
D,294,Coleman,4.2,4.2,Everton,0,0.00,1,0.09,2,0.11,2,0.20,3,0.17,3,0.18,2,0.12,2,0.18,3,0.17,4,0.22,0.00
D,295,Keane,4.7,4.7,Everton,34,1.63,35,1.50,35,1.39,36,2.07,33,1.04,35,1.49,32,1.32,38,1.93,38,1.38,38,1.48,0.04
D,296,Patterson,4.4,4.4,Everton,8,0.35,9,0.33,12,0.40,12,0.59,14,0.40,13,0.51,12,0.43,16,0.70,14,0.44,17,0.62,0.00
D,297,Dixon,3.8,3.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,298,Welch,3.8,3.8,Everton,0,0.00,1,0.04,0,0.00,1,0.05,0,0.00,1,0.05,0,0.00,1,0.05,0,0.00,2,0.05,0.00
M,299,Ndiaye,6.2,6.2,Everton,84,5.00,82,4.42,79,3.78,76,5.19,77,3.06,79,4.19,73,3.62,75,4.69,74,3.26,74,3.62,0.14
M,300,McNeil,5.5,5.5,Everton,13,0.72,15,0.81,20,0.98,18,1.08,22,0.96,31,1.50,23,1.11,22,1.35,20,0.86,22,1.05,0.00
M,301,Alcaraz,5.2,5.2,Everton,34,1.90,32,1.67,35,1.64,33,2.06,36,1.42,42,2.06,38,1.74,38,2.25,36,1.47,35,1.64,0.00
M,302,Gana,5.4,5.4,Everton,79,3.25,77,3.09,78,2.94,76,3.40,75,2.57,72,2.84,75,2.92,76,3.52,75,2.41,74,2.76,0.00
M,303,Garner,5.2,5.2,Everton,88,3.92,85,3.57,84,3.29,83,4.09,81,2.81,79,3.25,76,3.08,75,3.65,78,2.69,81,3.14,0.01
M,304,Iroegbunam,4.8,4.8,Everton,17,0.74,21,0.88,19,0.77,25,1.14,25,0.92,24,1.01,29,1.14,20,1.02,26,0.86,24,0.97,0.00
M,305,Armstrong,4.5,4.5,Everton,29,1.29,32,1.34,35,1.39,35,1.69,37,1.26,42,1.70,36,1.40,36,1.72,35,1.16,39,1.49,0.00
M,306,Bates,4.3,4.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,307,Ebere,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,308,Heath,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,309,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,310,Barry,5.7,5.7,Everton,77,3.87,75,3.48,70,2.95,72,4.13,71,2.50,67,3.18,70,2.96,71,3.89,69,2.63,66,2.89,0.00
F,311,Beto,5.0,5.0,Everton,25,1.65,26,1.55,27,1.44,29,2.01,29,1.31,29,1.69,30,1.58,28,1.96,31,1.44,31,1.65,0.00
F,312,Y.Chermiti,4.9,4.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,313,Sherif,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,314,Leno,4.9,4.9,Fulham,93,2.83,93,3.51,91,3.46,93,3.70,92,3.24,92,3.98,89,2.74,92,4.27,92,2.06,91,2.64,0.00
G,315,Benda,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,316,Robinson,4.9,4.9,Fulham,49,1.35,51,2.15,53,2.24,49,2.29,51,1.92,52,2.71,49,1.42,52,2.45,50,1.15,52,1.24,0.00
